class,sms
ham,"['(', 'car', 'tel', ')', 'ad', 'u', 'contact', 'indyarocks.com', 'send', 'fre', 'sms', '.', 'remov', 'phonebook', '-', 'sms', '&', 'lt', ';', '#', '&', 'gt', ';']"
ham,"[""'ve"", 'reach', 'already', '.']"
ham,"['dont', 'know', 'ask', 'broth', '.', 'noth', 'problem', 'thing', '.', 'told', '.']"
ham,"['k', ':', ')', 'eng', 'rock', 'ash', ':', ')']"
ham,"['wat', 'tim', 'r', 'i_', 'going', 'xin', ""'s"", 'hostel', '?']"
ham,"['good', 'morn', 'dear', 'shijutt', '...........', 'gre', '&', 'amp', ';', 'success', 'day', '.']"
spam,"['buy', 'spac', 'invad', '4', 'chant', '2', 'win', 'orig', 'arcad', 'gam', 'consol', '.', 'press', '0', 'gam', 'arcad', '(', 'std', 'wap', 'charg', ')', 'see', 'o2.co.uk/games', '4', 'term', '+', 'set', '.', 'purchas']"
ham,"['oh', 'k', ':', ')', 'plac', 'ah', '?']"
ham,"['possess', ',', 'espec', 'first', 'offens']"
ham,"['nt', 'driv', 'ev', 'many', 'reason', 'cal', 'bbd', '..', 'thts', 'chikku', ',', 'hw', 'abt', 'dvg', 'cold', '..', 'heard', 'tht', 'vinobanag', 'viol', 'hw', 'condit', '..', 'hw', 'ru', '?', 'problem', '?']"
ham,"['bought', 'test', 'yesterday', '.', 'someth', 'let', 'know', 'exact', 'day', 'u', 'ovulate.when', 'get', '2u', '2', '3wks', '.', 'pls', 'pls', 'dont', 'fret', '.', 'know', 'u', 'r', 'worry', '.', 'pls', 'relax', '.', 'also', 'anyth', 'ur', 'past', 'hist', 'u', 'nee', 'tel', '?']"
ham,"['pizz', 'u', 'want']"
ham,"['keep', 'see', 'weird', 'shit', 'bein', '\\woah\\', '``', 'real', ""'s"", 'act', 'reason', ""'m"", '\\', '``', 'oh\\', '``', '``']"
ham,"['many', 'happy', 'return', 'day', '.', 'wish', 'happy', 'birthday', '.']"
ham,"['ya', 'nic', '.', '.', '.be', 'ready', 'thursday']"
ham,"['hospit', 'da', '.', '.', 'return', 'hom', 'ev']"
ham,"['\\thinking', 'u', ';', ')', 'x\\', '``', '``']"
spam,"['camer', '-', 'award', 'sipix', 'digit', 'camer', '!', 'cal', '09061221066', 'from', 'landlin', '.', 'delivery', 'within', '28', 'day', '.']"
ham,"['orh', 'tot', 'u', 'say', 'stil', 'dun', 'believ', '.']"
ham,"['put', '+', 'sign', ',', 'choos', 'numb', 'pin', 'show', '.', 'right', '?']"
ham,"['beauty', 'lif', 'next', 'second', '..', 'hid', 'thousand', 'secret', '.', 'wish', 'every', 'second', 'wond', 'ur', 'lif', '...', '!', '!', 'gud', 'n8']"
ham,"['thanx', 'u', 'darlin', '!', 'im', 'cool', 'thanx', '.', 'bday', 'drink', '2', 'nit', '.', '2morrow', '!', 'tak', 'car', 'c', 'u', 'soon.xxx']"
ham,"[""'re"", 'stil', ',', 'mayb', 'leav', 'credit', 'card', 'get', 'gas', 'get', 'back', 'lik', 'told']"
spam,"['week', 'cool-mob', 'ton', 'ready', 'download', '!', 'week', 'new', 'ton', 'includ', ':', '1', ')', 'crazy', 'frog-axel', 'f', '>', '>', '>', '2', ')', 'akon-lonely', '>', '>', '>', '3', ')', 'black', 'eyed-dont', 'p', '>', '>', '>', 'info', 'n']"
ham,"['wel', 'boy', 'glad', 'g', 'wast', 'night', 'appleb', 'noth']"
spam,"['cashbin.co.uk', '(', 'get', 'lot', 'cash', 'weekend', '!', ')', 'www.cashbin.co.uk', 'dear', 'welcom', 'weekend', 'got', 'biggest', 'best', 'ev', 'cash', 'giv', 'away', '!', '!', '..']"
ham,"['ok', 'lor', '...', 'u', 'wan', 'go', 'look', '4', 'u', '?']"
ham,"['u', 'wan', '2', 'haf', 'lunch', ""'m"", 'da', 'canteen', '.']"
ham,"[""n't"", 'mak', 'lif', 'stressfull', '..', 'alway', 'find', 'tim', 'laugh', '..', 'may', 'ad', 'year', 'lif', '!', 'sur', 'ad', 'lif', 'ur', 'year', '!', '!', 'gud', 'ni8', '..', 'swt', 'dream', '..']"
ham,"['hey', ',', 'look', 'lik', 'wrong', 'on', 'kapp', 'guy', 'numb', 'stil', 'phon', ',', 'want', 'text', 'see', ""'s"", 'around']"
spam,"['urg', '!', 'mobl', 'numb', 'award', 'a2000', 'priz', 'guarantee', '.', 'cal', '09061790121', 'land', 'lin', '.', 'claim', '3030.', 'valid', '12hrs', '150ppm']"
spam,"['thank', '4', 'continu', 'support', 'quest', 'week', 'ent', 'u', 'in2', 'draw', '4', 'a100', 'cash', '.', 'nam', 'new', 'us', 'presid', '?', 'txt', 'an', '80082']"
ham,"[""'m"", 'hom', '.', 'doc', 'gav', 'pain', 'med', 'say', 'everyth', 'fin', '.']"
ham,"[""'s"", '$', '140', 'ard', '...', 'ia', 'rest', 'ard', '$', '180', 'least', '...', 'pric', '4', '2', 'bedrm', '(', '$', '900', ')']"
ham,"['!', 'lov', 'night', 'xxx']"
ham,"['prep', 'pleas', ':', ')']"
ham,"['hi', '.', ':', ')', 'techn', 'support.providing', 'assist', 'us', 'custom', 'cal', 'email', ':', ')']"
ham,"['text', 'way', 'cup', 'stop', 'work', '.', 'bus']"
ham,"['when', 'radio', 'show', '?']"
spam,"['un', 'us', 'id', '1172.', 'remov', 'send', 'stop', '87239', 'custom', 'serv', '08708034412']"
ham,"[""'m"", 'sur', 'stil', 'avail', 'though']"
ham,"['watev', 'rel', 'u', 'built', 'dis', 'world', 'thing', 'remain', 'atlast', 'iz', 'lonlin', 'lotz', 'n', 'lot', 'mem', '!', 'feel', '..']"
ham,"['che', 'lou', '!', 'yeah', 'goodnit', 'sham', 'u', 'nev', 'cam', '!', 'c', 'ya', 'gailxx']"
ham,"['hi', '..', 'got', 'money', 'da', ':', ')']"
ham,"['hi', ',', 'mobl', '.', '&', 'lt', ';', '#', '&', 'gt', ';', 'ad', 'contact', 'list', 'www.fullonsms.com', 'gre', 'plac', 'send', 'fre', 'sms', 'peopl', 'visit', 'fullonsms.com']"
ham,"['ok', 'u', 'tel', 'wat', 'tim', 'u', 'com', 'lat', 'lor', '.']"
ham,"['u', 'rep', 'e', 'instruct', '.', 'wat', ""'s"", 'e', 'road', 'nam', 'ur', 'hous', '?']"
ham,"['many', 'peopl', 'seem', 'spec', 'first', 'sight', ',', 'remain', 'spec', 'til', 'last', 'sight', '..', 'maintain', 'til', 'lif', 'end', '..', 'sh', '!', 'jas']"
ham,"['quit', 'lor', '.', 'dun', 'tel', 'wait', 'get', 'complac', '...']"
ham,"['sorry', 'complet', 'forgot', '*', 'pop', 'em', 'round', 'week', 'stil', '?']"
ham,"['u', 'r', 'beauty', 'girl', 'iv', 'ev', 'seen', '.', 'u', 'r', 'baby', 'com', 'c', 'common', 'room']"
ham,"['cant', 'see', 'join', 'den', 'min', '?', 'den', 'want', 'alon', 'tim']"
ham,"['sen', 'told', 'going', 'join', 'unc', 'fin', 'cbe']"
ham,"['yup', '...', 'hey', 'on', 'day', 'fri', 'ask', 'miw', 'jiayin', 'tak', 'leav', 'go', 'karaok']"
ham,"['cal', ',', 'senthil', 'hsbc', '.']"
ham,"['espec', 'sint', 'talk', 'boston', 'person', 'stat', ',', 'lol', '!', 'would', 'chang', 'real', 'said', 'nyc', '!', 'say', 'boston', '.']"
ham,"['indee', 'way', 'eith', '-', '!']"
spam,"['urg', '-call', '09066649731from', 'landlin', '.', 'comply', '4', '*', 'ibiz', 'holiday', 'a10,000', 'cash', 'await', 'collect', 'sae', '&', 'cs', 'po', 'box', '434', 'sk3', '8wp', '150ppm', '18+']"
ham,"['holy', 'liv', 'christ', 'tak', 'long']"
ham,"['ii', 'thk', 'wat', 'eat', 'tonight', '.']"
ham,"['thanx', '.', 'yup', 'com', 'back', 'sun', '.', 'fin', 'din', 'going', 'back', '2', 'hotel', '.', 'tim', 'fli', ',', ""'re"", 'tog', '4', 'exact', 'mth', 'today', '.', 'hop', ""'ll"", 'haf', 'many', 'mths', 'com', '...']"
ham,"[""'re"", 'opposit', 'sid', 'drop']"
ham,"['yup', '.', 'izzit', 'stil', 'rain', 'heavy', 'cos', ""'m"", 'e', 'mrt', 'ca', ""n't"", 'c', 'outsid', '.']"
ham,"['send', 'resum', ':', '-', ')']"
ham,"['gd', 'luck', '4', 'ur', 'exam', ':', '-', ')']"
ham,"['u', 'ask', 'next', 'sat', '.', 'mak', ""'m"", 'ok', 'lor', '.']"
ham,"['sorry', 'unc', '.', 'i.ll', 'keep', 'touch']"
ham,"['saw', 'guy', 'dol', 'last', 'night', 'patrick', 'sways', 'gre']"
spam,"['urg', '2nd', 'attempt', 'contact', 'u.', 'a900', 'priz', 'yesterday', 'stil', 'await', 'collect', '.', 'claim', 'cal', '09061702893']"
spam,"['sant', 'cal', '!', 'would', 'littl', 'on', 'lik', 'cal', 'sant', 'xma', 'ev', '?', 'cal', '09077818151', 'book', 'tim', '.', 'calls1.50ppm', 'last', '3mins', '30s', '&', 'c', 'www.santacalling.com']"
ham,"['com', 'hom', '.', ""n't"", 'want', 'u', 'mis']"
ham,"['dont', 'know', 'she.s', 'get', 'mess']"
ham,"['cool', 'tyl', 'tak', ""'re"", 'gon', 'na', 'buy', 'drop', 'plac', 'lat', 'tonight', '.', 'tot', 'ord', 'quart', ',', 'got', 'enough', '?']"
ham,"['guy', 'car', 'shop', 'flirt', 'got', 'phon', 'numb', 'paperwork', 'cal', 'text', '.', ""'m"", 'nerv', 'cours', 'may', 'address', '.', 'cal', 'boss', 'tel', ',', 'know', 'may', 'get', 'fir', '?']"
ham,"['revers', 'che', '.', 'mathem', '.']"
ham,"['plan', 'man']"
ham,"['er', ',', 'hello', ',', 'thing', 'didnut', 'quit', 'go', 'plan', 'uo', 'limp', 'slow', 'hom', 'follow', 'aa', 'exhaust', 'hang']"
ham,"['sorry', 'delay', '.', 'ye', 'mast']"
ham,"['cal', 'u', 'fin', 'com', 'n', 'pick', 'u', '.']"
spam,"['priv', '!', '2004', 'account', 'stat', '078498', '*', '*', '*', '*', '7', 'show', '786', 'unredeem', 'bon', 'point', '.', 'claim', 'cal', '08719180219', 'ident', 'cod', ':', '45239', 'expir', '06.05.05']"
ham,"[""'s"", 'og', '.', 'left', 'phon', 'hom', 'saw', 'ur', 'mess', '.', 'hop', 'good', '.', 'gre', 'weekend', '.']"
ham,"[""n't"", 'worry', 'though', ',', 'understand', 'import', 'put', 'plac', 'poor', 'thought', 'pun', 'fac', 'worst', 'thing', 'ev', 'hap', '.', 'brb', 'gon', 'na', 'go', 'kil']"
ham,"['honey', ',', 'pls', 'find', 'much', 'sel', 'predict', 'niger', '.', 'many', 'tim', 'us', '.', 'import', 'reply', 'monday']"
ham,"['e', 'admin', 'build', '?', 'might', 'b', 'slight', 'ear', '...', ""'ll"", 'cal', 'u', ""'m"", 'reach', '...']"
ham,"['fyi', ""'m"", 'usf', ',', 'swing', 'room', 'whenev']"
ham,"['cal', '&', 'lt', ';', '#', '&', 'gt', ';', 'min', 'that', 'ok']"
ham,"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', '..', 'happy', 'birthday', 'dear']"
ham,"['ii', 'hom', 'work', 'meh', '...']"
ham,"['anyth', 'valu', '2', 'situ', ':', 'first-', 'get', '...', 'second-', 'loos', '...']"
ham,"['.', 'mark', 'tak', 'forev', 'pick', 'prescrib', 'pain', 'com', 'back', '.']"
ham,"[""'s"", 'ur', 'pap', '?']"
ham,"['got', 'smal', 'capac', 'on', '?', 'quit', 'ex', '...']"
spam,"['check', 'choos', 'bab', 'video', '@', 'sms.shsex.netun', 'fgkslpopw', 'fgkslpo']"
ham,"['im', 'good', '!', 'think', '...']"
spam,"['u', 'r', 'win', 'u', 'av', 'spec', 'select', '2', 'receiv', 'a1000', 'cash', '4', '*', 'holiday', '(', 'flight', 'int', ')', 'speak', 'liv', 'op', '2', 'claim', '0871277810710p/min', '(', '18', ')']"
ham,"[':', '-', ')', ':', '-', ')']"
ham,"['thought', 'bout', '...', '||', 'drink', 'tap', '&', 'spil', 'sev', '.', '||', 'pub', 'gas', 'st', 'broad', 'st', 'can', '.', '||', 'ok', '?']"
ham,"['going', 'sleep', '.', 'tir', 'travel', '.']"
ham,"['hah', ',', 'thinkin']"
ham,"['yup', ""'s"", 'giv', 'problem', 'mayb', ""'ll"", 'jus', 'leav', '...']"
ham,"['lol', '.', 'try', 'mak', 'day', 'littl', 'interest']"
ham,"['long', 'get', 'reply', ',', 'def', 'admit', 'til', 'next', 'semest']"
ham,"['word', '\\checkmate\\', '``', 'chess', 'com', 'pers', 'phrase', '\\', '``', 'shah', 'maat\\', '``', 'mean', ';', '\\', '``', 'king', 'dead', '..', '\\', '``', 'goodmorn', '..', 'good', 'day', '..', ':', ')', '``']"
ham,"['po', 'de', ':', '-', ')', ':', ')', ':', '-', ')', ':', '-', ')', ':', '-', ')', '.', 'nee', 'job', 'ah', '.']"
ham,"['rat', '.', 'hey', 'u', 'ev', 'vot', 'next', 'them', '?']"
spam,"['new', 'mobl', '2004', ',', 'must', 'go', '!', 'txt', ':', 'nok', ':', '89545', '&', 'collect', 'today', '!', 'a1', '.', 'www.4-tc.biz', '2optout', '087187262701.50gbp/mtmsg18', 'txtauction', '.']"
ham,"['hop', 'pee', 'burn', 'tonit', '.']"
ham,"['oh', 'rit', '.', 'wel', 'im', 'best', 'mat', 'pet', ',', 'went', '4', 'week+', '2geva', '.', 'long', 'week', '.']"
ham,"['yay', 'ca', ""n't"", 'wait', 'party', 'togeth', '!']"
ham,"['....', 'photoshop', 'mak', 'comput', 'shut', '.']"
ham,"['boy', 'mad', 'fun', 'today', '.', 'ok', 'problem', '.', 'sent', 'on', 'mess', 'fun']"
ham,"[""'s"", 'on', 'issu', 'californ', 'okay', '.', 'snow', 'man']"
spam,"['priv', '!', '2003', 'account', 'stat', 'show', '800', 'un-redeemed', 's.', 'i.', 'm.', 'point', '.', 'cal', '08715203652', 'ident', 'cod', ':', '42810', 'expir', '29/10/0']"
ham,"['hmmm', '....', 'mayb', 'try', 'e', 'shoppin', 'are', 'on', ',', 'forgot', 'e', 'nam', 'hotel', '...']"
ham,"['awesom', ',', 'gon', 'na', 'soon', 'lat', 'tonight', '?']"
ham,"['nee', 'detail', 'onlin', 'job', '.']"
spam,"['!', 'valu', 'vodafon', 'custom', 'comput', 'pick', 'win', 'a150', 'priz', '.', 'collect', 'easy', '.', 'cal', '09061743386']"
ham,"['miss', 'too.pray', 'inshah', 'allah']"
ham,"['pls', 'help', 'tel', 'ashley', 'cant', 'find', 'numb', 'oh']"
ham,"['escap', 'the', '.', '.', 'going', 'watch', 'kav', 'minut']"
ham,"['s.this', 'increas', 'chant', 'win', '.']"
ham,"['eith', 'way', 'work', '.', '&', 'lt', ';', '#', '&', 'gt', ';', 'year', 'old', '.', 'hop', 'doesnt', 'both', '.']"
ham,"['mayb', 'find', 'someth', 'els', 'instead', '?', '?', '?']"
ham,"['gain', 'right', 'wife.dont', 'demand', 'it.i', 'try', 'husband', 'too.lets', 'see']"
ham,"['lik', 'new', 'hous']"
ham,"[""'m"", 'fin', '.', 'hop', 'also']"
ham,"['also', 'nor', 'carolin', 'texa', 'atm', ',', 'would', 'go', 'gre', 'sit', 'pay', 'test', 'result', 'sent', '.']"
ham,"['u', '...']"
ham,"['ye', 'baby', '!', 'nee', 'stretch', 'op', 'pussy', '!']"
ham,"['thank', '!', 'bomb', 'dat', 'phon', 'want', 'say', '!']"
ham,"['ok', '...']"
ham,"['hey', ',', 'guy', 'know', 'breath', 'neck', 'get', 'bud', ',', 'anyway', ""'d"", 'abl', 'get', 'half', 'track', 'usf', 'tonight', '?']"
ham,"['\\response\\', '``', 'on', 'pow', 'weapon', '2', 'occupy', 'plac', 'oth', ""'heart"", ""'"", '...']"
ham,"['nok', 'phon', 'lov', '..']"
spam,"['*', '*', 'fre', 'mess', '*', '*', 'thank', 'us', 'auct', 'subscrib', 'serv', '.', '18', '.', '150p/msgrcvd', '2', 'skip', 'auct', 'txt', '.', '2', 'unsubscrib', 'txt', 'stop', 'customerc', '08718726270']"
spam,"['bor', 'housew', '!', 'chat', 'n', 'dat', '!', '0871750.77.11', '!', 'bt-national', 'rat', '10p/min', 'landlin', '!']"
ham,"['sorry', 'da', '..', 'today', 'wont', 'com', 'play', '..', 'driv', 'cla', '..']"
ham,"[""'m"", 'real', 'sorry', 'lit', 'hair', 'fir']"
ham,"['oh', '!', 'shit', ',', 'thought', 'trip', '!', 'loooooool', '...', 'mak', 'much', 'sens', '...', '*', 'grin', '*', 'sof', 'ref', '...', '\\sleep', 'couch\\', '``', 'link', 'sent', '...', ""n't"", 'went', 'trip', '?', 'oh', '...', ""n't"", 'bab', 'go', 'celebr', 'rent', '?', '``']"
ham,"['okey', 'dokey', 'swashbuckl', 'stuff', 'oh', '.']"
ham,"['watch', 'cartoon', ',', 'list', 'mus', '&', 'amp', ';', 'ev', 'go', 'templ', '&', 'amp', ';', 'church', '..', 'u', '?']"
ham,"['1.', 'tend', 'fac', '2.', 'smil', 'fac', '3.', 'wast', 'fac', '4.', 'innoc', 'fac', '5.terror', 'fac', '6.cruel', 'fac', '7.romantic', 'fac', '8.lovable', 'fac', '9.decent', 'fac', '&', 'lt', ';', '#', '&', 'gt', ';', '.joker', 'fac', '.']"
ham,"['dip', ""'s"", 'cel', 'dead', '.', 'com', '.', 'u', 'bet', 'respond', 'els', 'shal', 'com', 'back', '.']"
ham,"['wel', '.', 'know', 'mean', '.', 'text']"
ham,"['hi', 'dis', 'yiju', 'would', 'happy', 'work', 'wif', 'i_', 'gek1510', '...']"
ham,"['lol', '!', 'oop', 'sorry', '!', 'fun', '.']"
ham,"['wat', 'hap', 'cru', 'thing']"
ham,"['know', 'dat', 'feelin', 'pet', '!', 'wuld', 'get', 'em', ',', 'nuth', 'plac', 'nuth', 'tim', 'mayb', '?']"
spam,"['lyricallady', '(', '21/f', ')', 'invit', 'friend', '.', 'reply', 'yes-910', 'no-910', '.', 'see', ':', 'www.sms.ac/u/hmmross', 'stop', '?', 'send', 'stop', 'frnd', '62468']"
ham,"['world', ""'s"", 'happiest', 'frnds', 'nev', 'charact', '...', 'dey', 'best', 'understand', 'diff', '...']"
spam,"['1', 'polyphon', 'ton', '4', 'ur', 'mob', 'every', 'week', '!', 'txt', 'pt2', '87575', '.', '1st', 'ton', 'fre', '!', 'get', 'txtin', 'tel', 'ur', 'friend', '.', '150p/tone', '.', '16', 'reply', 'hl', '4info']"
ham,"['yeah', 'op', 'chat', 'click', 'friend', 'list', '.', 'mak', 'list', '.', 'easy', 'pie']"
ham,"['alright', 'tyl', ""'s"", 'got', 'min', 'cris', 'hom', 'soon', 'thought', 'asap']"
ham,"['when/where', 'pick']"
ham,"['us', 'u', 'cal', 'ard', '10', 'smth', '.']"
ham,"['new', 'the', ':', 'argu', 'win', 'situ', ',', 'los', 'person', '.', 'dont', 'argu', 'ur', 'friend', '..', '.', '.', '.', 'kick', '&', 'amp', ';', 'say', ',', ""'m"", 'alway', 'correct', '.', '!']"
ham,"['many', 'thing', 'antibiot', 'us', 'chest', 'abdom', 'gyna', 'infect', 'ev', 'bon', 'infect', '.']"
ham,"['poor', 'girl', 'ca', ""n't"", 'go', 'on', 'day', 'lmao']"
ham,['6times']
spam,"['today', 'vodafon', 'numb', 'end', '4882', 'select', 'receiv', 'a350', 'award', '.', 'numb', 'match', 'cal', '09064019014', 'receiv', 'a350', 'award', '.']"
ham,"['pls', 'mak', 'not', 'she.s', 'expos', '.', 'also', 'find', 'school', 'anyon', 'els', 'vomit', '.', 'dog', 'cat', 'hous', '?', 'let', 'know', 'lat', '.']"
ham,"['japanes', 'proverb', ':', 'on', ',', 'u', ',', 'non', ',', 'u', 'must', 'ind', 'vert', ':', 'on', ',', 'let', '..', 'non', ',', 'leav', '!', '!', 'fin', 'keral', 'vert', ':', 'on', ',', 'stop', '..', 'non', ',', 'mak', 'strike', '...']"
ham,"['sound', 'lik', 'could', 'lot', 'tim', 'spent', 'chast', 'dev', 'boy', '...', '*', 'grin', '*', '...', 'tak', 'beat', 'lik', 'good', 'dog', '.', 'going', 'loung', 'nic', 'long', 'bath', '?']"
ham,"['wors', 'us', 'half', 'way', 'stop', '.', 'bet', 'complet', '.']"
ham,"['mis', '.', ""n't"", 'tel', 'u', 'sid', 'effect', 'bir', 'control', 'mass', 'gut', 'wrench', 'cramp', 'first', '2', 'month', '.', ""n't"", 'sleep', 'last', 'night', '.']"
ham,"['send', 'new', 'numb']"
ham,"['convey', 'regard']"
spam,"['want', 'latest', 'video', 'handset', '?', '750', 'anytim', 'network', 'min', '?', 'half', 'pric', 'lin', 'rent', '?', 'reply', 'cal', '08000930705', 'delivery', 'tomorrow']"
ham,"['2', 'half', 'year', 'miss', 'friend', ':', '-', ')']"
ham,"['cant', 'pick', 'phon', 'right', '.', 'pls', 'send', 'mess']"
ham,"['oh', 'fuck', ""'s"", 'sak', ""'s"", 'lik', 'tallahass']"
ham,"['hah', ',', 'first', 'person', 'gon', 'na', 'ask']"
spam,"['ou', 'guarantee', 'latest', 'nok', 'phon', ',', '40gb', 'ipod', 'mp3', 'play', 'a500', 'priz', '!', 'txt', 'word', ':', 'collect', ':', '83355', '!', 'ibhltd', 'ldnw15h', '150p/mtmsgrcvd18']"
ham,"['tak', 'lor', '.', 'wat', 'tim', 'u', 'wan', '2', 'com', 'n', 'look', '4', 'us', '?']"
spam,"['*', 'fre', '*', 'polyphon', 'rington', 'text', 'sup', '87131', 'get', 'fre', 'poly', 'ton', 'week', '!', '16', 'sn', 'pobox202', 'nr31', '7zs', 'subscrib', '450pw']"
ham,"['\\i', ';', 'reach', 'anoth', '2', 'stops.\\', '``', '``']"
ham,"[',', '*', ""n't"", '*', 'mean', 'post', '.', 'wrot', ',', 'lik', 'many', 'tim', ""'ve"", 'rit', 'stuff', ',', 'let', 'sit', '.', 'feel', 'tim', '.', 'angry', '.', 'left', ',', 'hit', 'send', ',', 'stop', '.', ""n't"", '.', 'check', 'phon', 'got', 'car', '.', ""n't"", '.', 'said', ""n't"", 'sleep', ',', 'bor', '.', 'would', ""n't"", 'tim', 'cle', ',', 'fold', 'laundry', ',', 'etc', '.', '?', 'least', 'mak', 'bed', '?']"
spam,"['warn', 'vil', '83118', 'c', 'colin', 'farrel', 'swat', 'wkend', '@', 'warn', 'vil', '&', 'get', '1', 'fre', 'med', '.', 'popcorn', '!', 'show', 'msg+ticket', '@', 'kiosk.valid', '4-7/12', '.', 'c', '&', 'c', '@', 'kiosk', '.', 'reply', 'sony', '4', 'mre', 'film', 'off']"
ham,"['com', 'onlin', 'today', 'night']"
ham,"['anyth', 'spec', '?']"
ham,"[""'m"", 'solihul', ',', '|', 'want', 'anyth', '?']"
ham,"['.', 'good', 'day']"
ham,"['regret', 'inform', 'u', 'nhs', 'mad', 'mistake.u', 'nev', 'act', 'born.please', 'report', '2', 'yor', 'loc', 'hospit', '2b', 'terminated.we', 'r', 'sorry', '4', 'inconveny']"
ham,"['lov', 'holiday', 'monday', 'feel', 'ev', 'go', 'dent', 'hour']"
ham,"['way', 'tirup', '.']"
spam,"['goal', '!', 'ars', '4', '(', 'henry', ',', '7', 'v', 'liverpool', '2', 'henry', 'scor', 'simpl', 'shot', '6', 'yard', 'pass', 'bergkamp', 'giv', 'ars', '2', 'goal', 'margin', '78', 'min', '.']"
ham,"[""'ve"", 'already', 'got', 'flaky', 'par', '.', ""it'snot"", 'suppos', 'child', ""'s"", 'job', 'support', 'par', '...', ""'re"", 'rid', 'ag', 'anyway', '.', ""'m"", 'suppos', 'support', '.', ""'ve"", 'hurt', '.', 'unint', '.', 'hurt', 'nonetheless', '.']"
ham,"['took', 'hooch', 'walk', 'toaday', 'fel', '!', 'splat', '!', 'graz', 'kne', 'everyth', '!', 'stay', 'hom', '!', 'see', 'tomorrow', '!']"
ham,"['drop', 'em', ',', 'omw', 'back']"
spam,"['2nd', 'tim', 'tri', '2', 'contact', 'u.', 'u', '750', 'pound', 'priz', '.', '2', 'claim', 'easy', ',', 'cal', '08712101358', '!', '10p', 'per', 'min', '.', 'bt-national-rate']"
ham,"['sit', 'mu', 'wait', 'everyon', 'get', 'suit', 'tak', 'show']"
ham,"['cal', ';', ""n't"", 'see', 'facebook', 'huh', '?']"
ham,"['g', 'say', 'nev', 'answ', 'text', ',', 'confirm/deny']"
ham,"['common', 'hearin', 'r', 'u', '?', 'wat', 'r', 'u', '?', 'ur', 'day', '?', 'let', 'ask', 'u', 'someth', 'diff', '.', 'u', 'smil', 'today', '?', ',', '....', 'gud', 'evng', '.']"
ham,"['hi', 'dear', 'cal', 'urgnt', '.', ""n't"", 'know', 'what', 'problem', '.', ""n't"", 'want', 'work', 'problem', 'least', 'tel', '.', 'wat', 'reply', '.']"
ham,"['oh', 'yah', '...', 'nev', 'cancel', 'leh', '...', 'hah']"
ham,"['go', '4', 'e', 'norm', 'pil', 'intro', '...']"
ham,"['ok', '...', 'let', 'u', 'noe', 'leav', 'hous', '.']"
ham,"['oh', 'ye', ',', 'lik', 'tort', 'watch', 'england', '?']"
ham,"['wan', 'na', 'art', '?', '!', ':']"
ham,"['hop', 'wasnut', 'piss', 'rememb', 'gon', 'sist', 'someth', '!']"
spam,"['got', 'tak', '2', 'tak', 'part', 'wrc', 'ral', 'oz', '?', 'u', 'lucozad', 'energy', '!', 'text', 'ral', 'le', '61200', '(', '25p', ')', ',', 'see', 'pack', 'lucozade.co.uk/wrc', '&', 'itcould', 'u', '!']"
spam,"['hi', ',', 'sexych', 'girl', 'wait', 'text', '.', 'text', 'gre', 'night', 'chat', '.', 'send', 'stop', 'stop', 'serv']"
ham,"['good', 'morn', ',', 'boytoy', '!', ""'s"", 'yummy', 'lip', '?', ""'s"", 'sexy', 'bun', '?', '?', 'think', '?', 'crav', '?', 'nee', '?']"
ham,"['match', 'started.india', '&', 'lt', ';', '#', '&', 'gt', ';', '2']"
ham,"['fre', 'cal', 'sir', '.']"
ham,"['hey', 'want', 'anyth', 'buy', ':', ')']"
ham,"['hey', 'bab', ',', ""'s"", 'going', '?', 'ev', 'fig', 'going', 'new', 'year', '?']"
ham,"['k', '..', 'k.', ':', ')', 'congrat', '..']"
ham,"['g', 'want', 'know', 'fuck']"
ham,"['cancel', 'yeah', 'baby', '!', 'wel', 'sound', 'import', 'understand', 'darlin', 'giv', 'ring', 'lat', 'fon', 'lov', 'kat', 'x']"
ham,"['tomarrow', 'want', 'got', 'court', '.', '&', 'lt', ';', 'decim', '&', 'gt', ';', '.', 'com', 'bus', 'stand', '9', '.']"
ham,"['ii', 'go', 'hom', 'liao', '?', 'ask', 'dad', 'pick', '6', '...']"
ham,"['omg', 'mak', 'wed', 'chapel', 'frontiervil', '?', 'get', 'good', 'stuff', '?']"
ham,"[""'m"", 'eatin', 'lor', ',', 'goin', 'back', 'work', 'soon', '...', 'e', 'mountain', 'deer', 'show', 'huh', '...', 'watch', 'b4', 'liao', ',', 'nic', '...']"
ham,"['check', 'mail.i', 'mail', 'varm', 'kept', 'cop', 'regard', 'membership.take', 'care.insha', 'allah', '.']"
ham,"['wrong', 'phon', '!', 'phon', '!', 'answ', 'on', 'assum', 'peopl', ""n't"", 'wel']"
ham,"['anyway', ""n't"", 'think', 'sec', 'anyth', ',', 'lem', 'know', 'want', 'driv', 'sou', 'chil']"
ham,"[""'m"", 'already', 'back', 'hom', 'prob']"
spam,"['gre', 'new', '!', 'cal', 'freefon', '08006344447', 'claim', 'guarantee', 'a1000', 'cash', 'a2000', 'gift', '.', 'speak', 'liv', 'op', '!']"
